매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
현장확인,32500.0,27.0,20.2,15.0,21.0,남향,1.0,1.0,가능,11.0,0,0,2,2,27.0,4.1127189642041126e-05,5,6,여름,191
현장확인,6750.0,1.0,24.85,9.0,9.0,북서향,1.0,1.0,불가능,32.0,10,0,3,2,11.0,6.55786571279529e-05,2,5,가을,135
전화확인,8000.0,30.0,26.78,3.0,15.0,동향,1.0,1.0,불가능,11.0,11,0,3,2,41.0,0.00019137415982076176,1,5,겨울,382
현장확인,2500.0,48.0,29.69,6.0,10.0,서향,1.0,1.0,불가능,47.0,9,0,1,2,57.0,0.0007679353317615359,8,9,봄,329
현장확인,2850.0,41.0,29.92,4.0,7.0,서향,2.0,1.0,불가능,1.0,7,0,6,0,48.0,0.0005629045876723895,6,7,겨울,428
현장확인,1650.0,55.0,30.78,3.0,4.0,동향,1.0,1.0,불가능,46.0,9,0,1,2,64.0,0.0012601650028550612,7,6,겨울,51
현장확인,10050.0,6.0,21.78,2.0,3.0,남향,1.0,1.0,가능,33.0,9,0,3,2,15.0,6.852788399599797e-05,2,5,가을,114
현장확인,12000.0,11.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,17,1,6,0,28.0,9.718172983479106e-05,4,8,봄,281
현장확인,12250.0,31.0,21.06,2.0,17.0,서향,1.0,1.0,가능,7.0,5,0,3,2,36.0,0.00013954299668585382,1,5,가을,543
현장확인,2100.0,33.0,31.43,6.0,20.0,북동향,1.0,1.0,가능,35.0,1,0,1,2,34.0,0.0005151281002378679,8,9,겨울,85
현장확인,11350.0,69.0,26.15,9.0,21.0,북향,1.0,1.0,불가능,10.0,4,0,3,2,73.0,0.00024595480159365235,0,5,여름,557
현장확인,19350.0,18.0,24.79,2.0,3.0,남향,1.0,1.0,불가능,17.0,0,0,3,2,18.0,3.752450819441448e-05,10,5,여름,223
현장확인,3100.0,33.0,19.55,1.0,13.0,남향,1.0,1.0,불가능,11.0,0,0,2,2,33.0,0.000544509528916756,3,6,가을,476
현장확인,34050.0,58.0,32.59,3.0,8.0,동향,1.0,1.0,가능,17.0,2,0,1,2,60.0,5.406917881082951e-05,5,10,겨울,82
서류확인,1350.0,29.0,17.5,8.0,14.0,남향,1.0,1.0,가능,104.0,17,0,2,2,46.0,0.0019470899470899472,7,6,가을,144
전화확인,35750.0,12.0,17.5,3.0,6.0,동향,1.0,1.0,불가능,17.0,9,0,2,2,21.0,3.3566433566433566e-05,5,6,여름,227
현장확인,13500.0,29.0,29.31,3.0,14.0,남향,1.0,1.0,불가능,40.0,7,0,1,2,36.0,9.098146252701013e-05,5,10,겨울,375
현장확인,3000.0,35.0,42.97,4.0,4.0,동향,2.0,1.0,가능,4.0,0,0,5,0,35.0,0.0002715072531223334,4,3,가을,115
서류확인,2750.0,72.0,19.83,2.0,4.0,동향,1.0,1.0,가능,1.0,3,0,2,2,75.0,0.0013753266400770184,7,6,겨울,54
현장확인,8650.0,43.0,41.8,2.0,3.0,남동향,2.0,1.0,불가능,17.0,0,0,5,0,43.0,0.00011892579583483144,4,3,여름,251
전화확인,12850.0,57.0,29.75,2.0,4.0,남동향,1.0,1.0,불가능,17.0,0,0,1,2,57.0,0.00014910244253343361,5,10,가을,136
현장확인,17750.0,12.0,17.5,4.0,8.0,서향,1.0,1.0,불가능,4.0,10,1,2,2,22.0,7.082494969818913e-05,5,6,봄,360
현장확인,2400.0,70.0,33.05,2.0,3.0,동향,2.0,1.0,불가능,2.0,0,0,6,0,70.0,0.0008825012607160868,6,4,겨울,22
현장확인,17450.0,11.0,17.5,3.0,8.0,남향,1.0,1.0,불가능,9.0,10,0,2,2,21.0,6.876790830945559e-05,5,6,봄,289
현장확인,2700.0,21.0,26.15,7.0,19.0,서향,2.0,1.0,가능,31.0,4,0,6,0,25.0,0.0003540825720558034,4,8,겨울,73
전화확인,12150.0,50.0,26.13,3.0,3.0,북동향,2.0,2.0,불가능,38.0,5,0,4,3,55.0,0.0001732395320012788,1,1,겨울,438
현장확인,2450.0,46.0,22.45,8.0,10.0,서향,1.0,1.0,가능,49.0,8,0,3,2,54.0,0.000981773555747466,8,5,여름,235
현장확인,17600.0,56.0,27.36,3.0,10.0,동향,1.0,1.0,불가능,18.0,9,0,3,2,65.0,0.00013498471557682083,1,5,여름,191
전화확인,35900.0,9.0,17.5,8.0,9.0,남향,1.0,1.0,가능,4.0,0,0,2,2,9.0,1.4325507361719062e-05,5,6,가을,138
현장확인,12700.0,30.0,28.03,12.0,18.0,남향,1.0,1.0,불가능,47.0,5,0,3,2,35.0,9.831985414951921e-05,2,5,가을,544
서류확인,2200.0,47.0,19.8,3.0,6.0,남향,1.0,1.0,불가능,4.0,10,0,2,2,57.0,0.0013085399449035812,7,6,가을,148
전화확인,39200.0,64.0,20.69,3.0,3.0,남서향,1.0,1.0,불가능,12.0,0,0,3,2,64.0,7.891024945502608e-05,2,5,겨울,21
현장확인,10500.0,66.0,17.52,4.0,5.0,서향,1.0,1.0,불가능,8.0,17,1,2,2,83.0,0.00045118504022613606,3,6,가을,514
현장확인,18900.0,16.0,32.59,3.0,9.0,남서향,1.0,1.0,가능,9.0,5,0,1,2,21.0,3.4093621083495276e-05,5,10,여름,189
현장확인,11300.0,23.0,34.94,5.0,12.0,서향,1.0,1.0,가능,50.0,8,0,1,2,31.0,7.851639472977696e-05,5,10,가을,482
현장확인,900.0,10.0,27.01,3.0,4.0,서향,1.0,1.0,가능,44.0,1,0,3,2,11.0,0.0004525073018223703,0,5,겨울,412
현장확인,950.0,66.0,25.57,13.0,14.0,남향,1.0,1.0,가능,36.0,2,0,3,2,68.0,0.0027993331000555747,9,6,가을,168
현장확인,12100.0,39.0,29.98,5.0,6.0,서향,2.0,1.0,불가능,17.0,3,0,6,0,42.0,0.0001157796657826981,4,8,가을,541
서류확인,850.0,12.0,17.5,1.0,10.0,동향,1.0,1.0,가능,45.0,13,0,2,2,25.0,0.001680672268907563,7,6,가을,182
현장확인,11450.0,56.0,23.59,1.0,8.0,남동향,1.0,1.0,불가능,26.0,12,0,3,2,68.0,0.00025175348151000257,0,5,겨울,91
현장확인,13750.0,38.0,39.12,4.0,14.0,남서향,2.0,1.0,가능,30.0,4,0,5,0,42.0,7.808142777467931e-05,4,3,겨울,54
현장확인,12850.0,47.0,18.66,4.0,7.0,남서향,2.0,1.0,가능,7.0,14,0,6,0,61.0,0.00025439880557675545,4,8,봄,341
전화확인,32800.0,37.0,40.31,4.0,6.0,남향,2.0,1.0,가능,26.0,11,0,5,0,48.0,3.6304009777879966e-05,4,3,가을,151
현장확인,1100.0,51.0,39.66,4.0,3.0,남향,2.0,1.0,가능,1.0,6,0,5,0,57.0,0.0013065603080731675,6,4,봄,315
서류확인,17300.0,52.0,42.05,3.0,7.0,북향,1.0,1.0,불가능,19.0,0,0,1,2,52.0,7.148110218361021e-05,5,10,여름,272
현장확인,18900.0,49.0,20.13,4.0,6.0,남동향,1.0,1.0,가능,2.0,8,0,2,2,57.0,0.0001498198219509695,5,6,겨울,65
현장확인,19550.0,26.0,17.5,4.0,7.0,남향,1.0,1.0,가능,3.0,0,1,2,2,26.0,7.599561563755937e-05,5,6,여름,223
현장확인,33800.0,26.0,17.5,20.0,20.0,북향,2.0,1.0,불가능,47.0,7,0,6,0,33.0,5.5790363482671173e-05,4,8,여름,233
현장확인,10600.0,31.0,17.5,3.0,5.0,남향,1.0,1.0,불가능,1.0,7,0,2,2,38.0,0.00020485175202156333,3,6,봄,339
현장확인,15950.0,9.0,29.91,6.0,6.0,남동향,2.0,1.0,가능,5.0,15,0,6,0,24.0,5.030766280031316e-05,4,8,가을,148
서류확인,18050.0,5.0,20.08,6.0,11.0,남향,2.0,1.0,불가능,25.0,9,0,6,0,14.0,3.8626656807672357e-05,4,8,겨울,430
전화확인,7950.0,64.0,20.07,6.0,17.0,남향,1.0,1.0,가능,18.0,2,0,2,2,66.0,0.00041364657660452567,3,6,가을,168
현장확인,14000.0,25.0,27.48,3.0,5.0,서향,2.0,1.0,가능,10.0,0,0,6,0,25.0,6.498232480765231e-05,4,8,여름,248
전화확인,10350.0,60.0,29.84,9.0,10.0,남서향,2.0,1.0,가능,34.0,20,0,6,0,80.0,0.00025903044902928337,4,8,여름,251
현장확인,12700.0,45.0,19.83,2.0,6.0,동향,1.0,1.0,불가능,3.0,8,0,2,2,53.0,0.00021045024440023667,3,6,겨울,387
전화확인,39950.0,58.0,17.5,16.0,21.0,동향,1.0,1.0,가능,166.0,11,0,2,2,69.0,9.869479706776329e-05,5,6,가을,112
현장확인,9350.0,51.0,19.52,9.0,11.0,동향,1.0,1.0,불가능,28.0,2,0,2,2,53.0,0.00029039186464451655,3,6,가을,514
서류확인,8850.0,61.0,27.84,5.0,5.0,북향,1.0,1.0,불가능,5.0,10,1,3,2,71.0,0.0002881680628612248,0,5,가을,499
전화확인,12250.0,24.0,20.1,4.0,7.0,남동향,1.0,1.0,가능,2.0,0,0,2,2,24.0,9.74718245507158e-05,5,6,가을,116
현장확인,7500.0,23.0,17.5,9.0,12.0,남동향,2.0,2.0,불가능,24.0,2,0,4,3,25.0,0.00019047619047619048,1,1,가을,525
현장확인,9900.0,38.0,28.14,5.0,10.0,동향,1.0,1.0,가능,43.0,9,0,3,2,47.0,0.00016870912393300452,1,5,겨울,451
현장확인,35650.0,40.0,27.16,9.0,10.0,남서향,2.0,1.0,가능,34.0,3,0,6,0,43.0,4.440983460951362e-05,4,8,겨울,84
현장확인,15500.0,14.0,17.5,5.0,15.0,서향,1.0,1.0,불가능,42.0,7,0,2,2,21.0,7.741935483870968e-05,5,6,여름,270
현장확인,2200.0,43.0,18.54,14.0,21.0,북서향,1.0,1.0,가능,109.0,0,1,2,2,43.0,0.0010542316367559087,8,6,여름,265
현장확인,39750.0,73.0,30.32,8.0,14.0,북향,1.0,1.0,가능,49.0,3,0,1,2,76.0,6.305902656776355e-05,5,10,봄,278
현장확인,11100.0,65.0,26.59,5.0,10.0,북동향,1.0,1.0,불가능,41.0,6,0,3,2,71.0,0.0002405564647008799,0,5,겨울,39
현장확인,35600.0,15.0,39.5,3.0,6.0,북향,2.0,1.0,가능,10.0,3,0,5,0,18.0,1.2800455127293417e-05,4,3,겨울,53
전화확인,7300.0,42.0,37.11,4.0,8.0,동향,1.0,1.0,불가능,17.0,18,1,1,2,60.0,0.0002214814896844996,3,10,봄,284
전화확인,34300.0,25.0,38.79,6.0,17.0,동향,2.0,1.0,불가능,14.0,8,0,5,0,33.0,2.4802761674772662e-05,4,3,봄,348
현장확인,15750.0,69.0,29.98,5.0,6.0,동향,2.0,1.0,가능,17.0,3,0,6,0,72.0,0.00015248260745258745,4,8,겨울,68
현장확인,9350.0,62.0,25.58,4.0,7.0,서향,2.0,1.0,가능,5.0,4,0,6,0,66.0,0.0002759508807432277,4,8,가을,117
현장확인,6900.0,12.0,25.08,12.0,21.0,서향,1.0,1.0,불가능,19.0,0,0,3,2,12.0,6.93433187712364e-05,2,5,가을,93
현장확인,2150.0,58.0,21.35,15.0,15.0,서향,1.0,1.0,불가능,31.0,0,0,3,2,58.0,0.0012635477370513588,7,5,여름,221
서류확인,17550.0,60.0,32.83,7.0,10.0,북동향,1.0,1.0,가능,49.0,10,0,1,2,70.0,0.00012149265880609165,5,10,겨울,18
전화확인,39750.0,55.0,25.85,4.0,8.0,남동향,1.0,1.0,불가능,50.0,4,0,3,2,59.0,5.741882899650864e-05,2,5,가을,549
현장확인,2450.0,19.0,26.44,2.0,5.0,남향,1.0,1.0,가능,4.0,1,0,3,2,20.0,0.0003087467967519837,0,5,가을,117
서류확인,2600.0,23.0,27.51,6.0,7.0,북서향,2.0,1.0,가능,19.0,2,0,6,0,25.0,0.00034952325028660906,4,8,가을,149
현장확인,35000.0,49.0,37.85,4.0,9.0,북향,2.0,1.0,불가능,3.0,11,1,6,0,60.0,4.5291564446121906e-05,4,8,여름,570
서류확인,3050.0,35.0,17.5,5.0,5.0,북향,2.0,2.0,불가능,3.0,13,0,4,3,48.0,0.0008992974238875879,8,1,봄,352
현장확인,13150.0,53.0,46.41,4.0,6.0,서향,2.0,1.0,가능,17.0,5,0,5,0,58.0,9.503655220497092e-05,4,3,여름,203
현장확인,38950.0,61.0,26.4,2.0,3.0,남서향,1.0,1.0,불가능,17.0,0,0,3,2,61.0,5.9322363558563814e-05,2,5,가을,114
현장확인,13600.0,56.0,22.9,4.0,14.0,동향,1.0,1.0,가능,41.0,1,0,3,2,57.0,0.0001830208065759055,1,5,겨울,444
현장확인,2700.0,37.0,28.52,5.0,5.0,남동향,2.0,1.0,가능,1.0,2,0,6,0,39.0,0.0005064671965092722,6,7,가을,151
전화확인,34850.0,5.0,17.5,5.0,17.0,동향,1.0,1.0,가능,21.0,7,0,2,2,12.0,1.9676163148186105e-05,5,6,가을,181
서류확인,14250.0,33.0,29.7,5.0,5.0,서향,1.0,1.0,불가능,17.0,0,1,1,2,33.0,7.797270955165692e-05,5,10,가을,463
현장확인,40400.0,20.0,19.77,18.0,19.0,동향,2.0,1.0,가능,47.0,0,0,6,0,20.0,2.5040440311102433e-05,4,8,겨울,28
서류확인,7000.0,11.0,22.23,11.0,18.0,남향,2.0,2.0,불가능,44.0,12,0,4,3,23.0,0.00014780541096330572,1,1,여름,219
전화확인,2850.0,38.0,34.71,3.0,9.0,남향,1.0,1.0,가능,18.0,11,0,1,2,49.0,0.0004953322516894368,8,9,가을,175
현장확인,11600.0,37.0,28.27,2.0,7.0,서향,1.0,1.0,가능,25.0,20,0,3,2,57.0,0.0001738165229376822,1,5,겨울,394
서류확인,18450.0,17.0,27.46,1.0,2.0,남향,1.0,1.0,불가능,33.0,12,0,3,2,29.0,5.724019366923458e-05,2,5,겨울,385
현장확인,33700.0,27.0,25.9,3.0,12.0,동향,1.0,1.0,가능,40.0,13,0,3,2,40.0,4.582793900301319e-05,10,5,가을,464
현장확인,3300.0,30.0,27.26,8.0,18.0,동향,1.0,1.0,불가능,26.0,4,0,3,2,34.0,0.00037795415638409036,0,5,여름,266
현장확인,12300.0,75.0,19.83,3.0,5.0,동향,1.0,1.0,불가능,17.0,8,0,2,2,83.0,0.0003402908461762379,3,6,가을,98
서류확인,2800.0,6.0,34.77,5.0,6.0,남향,1.0,1.0,가능,39.0,8,0,1,2,14.0,0.0001438021282714984,5,10,여름,274
현장확인,39750.0,63.0,30.42,11.0,17.0,남서향,1.0,1.0,불가능,17.0,6,0,1,2,69.0,5.7062756627342984e-05,5,10,겨울,422
현장확인,40850.0,48.0,27.16,1.0,2.0,남서향,1.0,1.0,가능,5.0,7,0,3,2,55.0,4.957250474544068e-05,10,5,가을,106
현장확인,1550.0,42.0,23.14,2.0,4.0,서향,1.0,1.0,불가능,17.0,23,1,3,2,65.0,0.0018122508155128671,7,5,봄,345
현장확인,8300.0,4.0,26.53,9.0,12.0,남향,1.0,1.0,불가능,28.0,15,0,3,2,19.0,8.628558712800694e-05,2,5,겨울,424
현장확인,9050.0,31.0,28.99,4.0,16.0,남서향,2.0,1.0,가능,44.0,7,0,6,0,38.0,0.00014483942834164572,4,8,겨울,58
현장확인,39850.0,52.0,17.5,4.0,7.0,북향,1.0,1.0,가능,2.0,14,0,2,2,66.0,9.464061659795663e-05,5,6,가을,104
현장확인,16000.0,57.0,29.75,2.0,5.0,북향,1.0,1.0,불가능,7.0,3,1,1,2,60.0,0.00012605042016806722,5,10,여름,554
전화확인,1850.0,39.0,18.87,6.0,16.0,동향,1.0,1.0,가능,54.0,1,0,2,2,40.0,0.0011458199057563128,8,6,여름,205
현장확인,14700.0,27.0,36.3,5.0,5.0,서향,2.0,1.0,가능,17.0,7,0,6,0,34.0,6.371694683382997e-05,4,8,가을,104
현장확인,18800.0,34.0,18.87,4.0,16.0,동향,1.0,1.0,가능,54.0,9,0,2,2,43.0,0.00012121007114749291,5,6,가을,116
현장확인,2850.0,15.0,40.89,6.0,6.0,동향,1.0,1.0,가능,17.0,0,0,1,2,15.0,0.00012871503777786358,5,10,가을,134
현장확인,16200.0,56.0,30.57,8.0,19.0,북동향,1.0,1.0,가능,34.0,9,0,1,2,65.0,0.00013125108534551343,5,10,겨울,428
현장확인,2500.0,52.0,49.6,5.0,5.0,남향,1.0,1.0,가능,5.0,9,0,1,2,61.0,0.0004919354838709678,8,9,가을,507
현장확인,2950.0,47.0,36.84,3.0,3.0,동향,2.0,1.0,불가능,17.0,1,0,6,0,48.0,0.0004416717274885441,6,7,가을,130
현장확인,17050.0,30.0,17.5,6.0,19.0,남향,1.0,1.0,가능,29.0,9,0,2,2,39.0,0.0001307080016757436,5,6,겨울,430
전화확인,12050.0,72.0,36.82,2.0,3.0,남동향,2.0,1.0,불가능,17.0,0,0,6,0,72.0,0.0001622787543302508,4,8,여름,230
현장확인,15100.0,48.0,30.58,4.0,3.0,남향,2.0,1.0,불가능,17.0,5,0,6,0,53.0,0.00011477873691414119,4,8,겨울,43
현장확인,2300.0,55.0,29.75,7.0,7.0,남향,1.0,1.0,가능,4.0,0,0,1,2,55.0,0.000803799780781878,8,9,여름,213
전화확인,35600.0,10.0,17.5,4.0,17.0,남향,1.0,1.0,가능,99.0,0,0,2,2,10.0,1.605136436597111e-05,5,6,가을,142
전화확인,2100.0,53.0,29.37,2.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,53.0,0.000859315466057039,6,4,여름,184
현장확인,2750.0,26.0,18.04,4.0,15.0,남향,1.0,1.0,가능,200.0,6,0,2,2,32.0,0.0006450312437008668,8,6,겨울,87
현장확인,17500.0,14.0,26.2,4.0,5.0,북향,1.0,1.0,불가능,17.0,0,0,3,2,14.0,3.053435114503817e-05,10,5,여름,210
현장확인,6950.0,25.0,31.85,3.0,7.0,서향,2.0,1.0,가능,10.0,0,0,6,0,25.0,0.00011293947573495364,4,8,가을,125
현장확인,14950.0,46.0,27.66,7.0,18.0,동향,1.0,1.0,가능,29.0,6,0,3,2,52.0,0.00012575057373699267,1,5,겨울,17
전화확인,17100.0,6.0,17.5,4.0,9.0,남서향,1.0,1.0,불가능,8.0,9,0,2,2,15.0,5.012531328320802e-05,5,6,가을,174
전화확인,15750.0,38.0,29.92,4.0,7.0,동향,2.0,1.0,가능,6.0,5,0,6,0,43.0,9.124862066038537e-05,4,8,봄,324
전화확인,18950.0,38.0,19.8,5.0,7.0,남향,1.0,1.0,가능,10.0,8,0,2,2,46.0,0.00012259801178006983,5,6,여름,260
현장확인,36550.0,75.0,49.59,3.0,5.0,동향,2.0,1.0,불가능,17.0,15,1,5,0,90.0,4.9654775175591694e-05,4,3,여름,258
현장확인,16900.0,17.0,40.31,4.0,6.0,남향,2.0,1.0,가능,26.0,8,0,5,0,25.0,3.6697840258705094e-05,4,3,가을,111
현장확인,8300.0,2.0,17.5,11.0,19.0,동향,2.0,2.0,가능,34.0,5,0,4,3,7.0,4.819277108433735e-05,10,1,가을,490
전화확인,3100.0,57.0,24.87,2.0,12.0,서향,1.0,1.0,불가능,47.0,0,0,3,2,57.0,0.0007393283785361298,8,5,봄,362
현장확인,16750.0,25.0,27.73,4.0,7.0,동향,2.0,1.0,가능,7.0,1,0,6,0,26.0,5.597687724378468e-05,4,8,가을,130
현장확인,12900.0,69.0,17.5,9.0,16.0,동향,1.0,1.0,가능,38.0,4,0,2,2,73.0,0.00032336655592469545,3,6,여름,208
현장확인,10750.0,69.0,23.14,2.0,3.0,북동향,1.0,1.0,불가능,17.0,0,0,3,2,69.0,0.0002773813591686599,0,5,겨울,85
현장확인,17900.0,7.0,36.8,6.0,10.0,남서향,1.0,1.0,불가능,31.0,12,0,1,2,19.0,2.884381831430654e-05,5,10,가을,482
현장확인,12150.0,45.0,21.83,8.0,14.0,서향,1.0,1.0,가능,30.0,0,0,3,2,45.0,0.00016966118661033917,1,5,가을,100
서류확인,13700.0,74.0,19.83,4.0,6.0,동향,1.0,1.0,불가능,17.0,10,0,2,2,84.0,0.00030919752200271654,3,6,가을,120
전화확인,12400.0,9.0,24.61,4.0,4.0,동향,1.0,1.0,가능,23.0,1,0,3,2,10.0,3.276926505092344e-05,10,5,여름,250
현장확인,9250.0,40.0,32.71,2.0,4.0,동향,1.0,1.0,불가능,41.0,15,0,1,2,55.0,0.00018177761986994638,3,10,봄,364
전화확인,2800.0,71.0,39.73,8.0,8.0,동향,2.0,1.0,가능,7.0,3,0,5,0,74.0,0.0006652044155190393,6,3,가을,127
현장확인,17750.0,2.0,29.14,3.0,21.0,남향,1.0,1.0,불가능,10.0,12,0,1,2,14.0,2.7067000493006078e-05,5,10,겨울,27
현장확인,36100.0,36.0,39.11,3.0,14.0,동향,2.0,1.0,가능,38.0,14,0,5,0,50.0,3.5414000287561685e-05,4,3,겨울,49
전화확인,17050.0,74.0,17.5,3.0,5.0,서향,1.0,1.0,불가능,1.0,9,1,2,2,83.0,0.0002781734394637621,3,6,봄,367
현장확인,34700.0,7.0,20.23,1.0,12.0,남동향,1.0,1.0,불가능,30.0,22,0,2,2,29.0,4.13116594323778e-05,5,6,여름,272
현장확인,15300.0,25.0,40.89,6.0,6.0,남동향,1.0,1.0,가능,11.0,0,0,1,2,25.0,3.996055094410798e-05,5,10,가을,138
현장확인,32650.0,11.0,29.6,5.0,9.0,서향,1.0,1.0,가능,8.0,0,0,1,2,11.0,1.1381979222714291e-05,5,10,여름,212
현장확인,2100.0,66.0,28.09,1.0,11.0,남향,1.0,1.0,가능,11.0,0,0,3,2,66.0,0.0011188526674464731,7,5,봄,326
서류확인,32300.0,32.0,23.69,1.0,17.0,남동향,2.0,1.0,불가능,48.0,3,0,6,0,35.0,4.5740452987308985e-05,4,8,봄,359
현장확인,40600.0,39.0,21.8,3.0,20.0,서향,1.0,1.0,불가능,13.0,8,0,3,2,47.0,5.310254440276585e-05,10,5,가을,543
현장확인,12350.0,47.0,39.22,3.0,3.0,남향,1.0,1.0,가능,16.0,10,0,1,2,57.0,0.00011767936296238184,5,10,겨울,40
서류확인,600.0,38.0,24.88,3.0,9.0,남향,1.0,1.0,가능,7.0,7,0,3,2,45.0,0.0030144694533762056,9,6,봄,289
현장확인,13500.0,50.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,13,0,2,2,63.0,0.0002666666666666667,3,6,여름,227
현장확인,3000.0,8.0,22.77,3.0,17.0,서향,1.0,1.0,불가능,27.0,0,0,3,2,8.0,0.00011711316059142146,2,5,가을,145
전화확인,10000.0,38.0,39.64,5.0,8.0,서향,1.0,1.0,가능,5.0,2,0,1,2,40.0,0.00010090817356205853,5,10,여름,220
현장확인,1750.0,74.0,19.17,3.0,16.0,남서향,1.0,1.0,가능,8.0,11,0,2,2,85.0,0.002533720843579998,9,6,여름,247
현장확인,36800.0,40.0,35.29,13.0,18.0,남향,1.0,1.0,불가능,16.0,21,0,1,2,61.0,4.697105966710609e-05,5,10,겨울,70
서류확인,12250.0,37.0,36.36,2.0,4.0,동향,2.0,1.0,불가능,17.0,2,0,6,0,39.0,8.755977638580185e-05,4,8,겨울,82
현장확인,33800.0,73.0,38.03,2.0,7.0,남동향,1.0,1.0,가능,34.0,6,0,1,2,79.0,6.145879848826915e-05,5,10,여름,249
현장확인,17900.0,15.0,29.93,5.0,6.0,남동향,2.0,1.0,가능,5.0,12,0,6,0,27.0,5.039692242793707e-05,4,8,봄,0
서류확인,14450.0,12.0,17.5,12.0,13.0,서향,1.0,1.0,가능,20.0,0,0,2,2,12.0,4.745427582797825e-05,5,6,여름,214
현장확인,14350.0,69.0,31.4,2.0,3.0,동향,2.0,1.0,가능,1.0,0,1,6,0,69.0,0.00015313255953305668,4,8,봄,299
현장확인,7900.0,11.0,23.1,2.0,3.0,남동향,1.0,1.0,불가능,17.0,0,0,3,2,11.0,6.027727546714888e-05,2,5,가을,129
현장확인,8950.0,8.0,23.66,1.0,4.0,서향,1.0,1.0,가능,47.0,9,0,3,2,17.0,8.028069910321737e-05,2,5,가을,98
현장확인,3150.0,68.0,21.5,2.0,3.0,남향,1.0,1.0,불가능,17.0,0,0,3,2,68.0,0.0010040605389442599,8,5,가을,150
서류확인,14900.0,66.0,41.8,5.0,7.0,동향,2.0,1.0,가능,8.0,14,0,5,0,80.0,0.00012844802671718955,4,3,가을,126
현장확인,8300.0,6.0,17.5,4.0,4.0,서향,1.0,1.0,가능,2.0,10,0,2,2,16.0,0.00011015490533562822,5,6,겨울,73
현장확인,2800.0,49.0,17.5,7.0,14.0,남향,1.0,1.0,가능,104.0,5,0,2,2,54.0,0.0011020408163265306,8,6,겨울,87
현장확인,14050.0,46.0,29.36,4.0,9.0,동향,2.0,1.0,가능,260.0,9,0,6,0,55.0,0.0001333307475248965,4,8,가을,149
서류확인,18500.0,49.0,24.69,5.0,20.0,북향,2.0,1.0,불가능,4.0,5,0,6,0,54.0,0.00011822271846573182,4,8,겨울,423
전화확인,10900.0,75.0,36.19,18.0,19.0,남향,1.0,1.0,가능,46.0,2,0,1,2,77.0,0.00019519812609798947,3,10,겨울,89
전화확인,14450.0,38.0,39.66,4.0,7.0,남향,1.0,1.0,가능,6.0,15,0,1,2,53.0,9.24815952900694e-05,5,10,가을,179
전화확인,12300.0,13.0,35.14,8.0,9.0,남동향,1.0,1.0,불가능,3.0,7,0,1,2,20.0,4.627251736376214e-05,5,10,가을,158
전화확인,34700.0,11.0,25.56,7.0,10.0,남동향,2.0,1.0,가능,17.0,15,0,6,0,26.0,2.93145359508959e-05,4,8,여름,219
서류확인,1550.0,3.0,29.89,10.0,17.0,북동향,1.0,1.0,가능,33.0,10,0,1,2,13.0,0.00028059875457322006,3,10,가을,149
현장확인,35250.0,39.0,39.6,4.0,5.0,북향,2.0,1.0,가능,17.0,8,0,5,0,47.0,3.367003367003367e-05,4,3,여름,205
현장확인,32550.0,20.0,29.6,5.0,9.0,남서향,1.0,1.0,가능,8.0,10,0,1,2,30.0,3.113712791132146e-05,5,10,가을,154
전화확인,18750.0,22.0,20.58,11.0,11.0,남동향,1.0,1.0,가능,14.0,0,0,3,2,22.0,5.7013281503077424e-05,10,5,가을,128
서류확인,34750.0,63.0,26.5,7.0,12.0,동향,1.0,1.0,불가능,49.0,5,0,3,2,68.0,7.384281254241889e-05,2,5,여름,557
현장확인,2500.0,49.0,26.06,2.0,3.0,동향,1.0,1.0,불가능,17.0,0,0,3,2,49.0,0.0007521105141980047,8,5,가을,123
현장확인,33150.0,31.0,19.22,1.0,12.0,북향,1.0,1.0,가능,45.0,13,0,2,2,44.0,6.905828048020617e-05,5,6,가을,179
전화확인,15700.0,34.0,17.5,12.0,14.0,서향,1.0,1.0,불가능,104.0,1,0,2,2,35.0,0.00012738853503184712,5,6,가을,487
현장확인,8750.0,28.0,17.5,6.0,6.0,남동향,1.0,1.0,가능,8.0,0,1,2,2,28.0,0.00018285714285714286,5,6,봄,343
서류확인,700.0,25.0,17.5,4.0,2.0,북동향,2.0,1.0,불가능,17.0,0,0,6,0,25.0,0.002040816326530612,6,4,가을,93
현장확인,900.0,17.0,29.88,4.0,10.0,남서향,2.0,1.0,가능,34.0,8,0,6,0,25.0,0.0009296445039416927,6,4,가을,98
전화확인,11100.0,32.0,25.29,6.0,6.0,북서향,1.0,1.0,가능,6.0,5,0,3,2,37.0,0.00013180440226703572,1,5,겨울,76
현장확인,34300.0,69.0,22.24,12.0,15.0,남동향,1.0,1.0,불가능,48.0,0,0,3,2,69.0,9.045241940558342e-05,2,5,가을,469
현장확인,7000.0,12.0,40.46,3.0,4.0,동향,1.0,1.0,불가능,8.0,5,0,1,2,17.0,6.002400960384153e-05,5,10,겨울,49
